defined_class	defined_class_name	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/XPO_0103746		XAO:0003026	tail
http://purl.obolibrary.org/obo/XPO_0103747		XAO:0000087	tail region
http://purl.obolibrary.org/obo/XPO_0103748		XAO:0003213	tibia-fibula
http://purl.obolibrary.org/obo/XPO_0103749		XAO:0003025	trunk
http://purl.obolibrary.org/obo/XPO_0103750		XAO:0000054	trunk region
http://purl.obolibrary.org/obo/XPO_0103751		XAO:0003004	whole organism
http://purl.obolibrary.org/obo/XPO_0103752		XAO:0005202	anterior-posterior axis
http://purl.obolibrary.org/obo/XPO_0103753		XAO:0005254	apical junction complex
http://purl.obolibrary.org/obo/XPO_0103754		XAO:0004300	foot
http://purl.obolibrary.org/obo/XPO_0103755		XAO:0003036	forelimb digit
http://purl.obolibrary.org/obo/XPO_0103756		XAO:0000111	germ cell
http://purl.obolibrary.org/obo/XPO_0103757		XAO:0004299	hand
http://purl.obolibrary.org/obo/XPO_0103758		XAO:0004307	head mesenchyme
http://purl.obolibrary.org/obo/XPO_0103759		XAO:0003035	hindlimb digit
http://purl.obolibrary.org/obo/XPO_0103761		XAO:0005212	proximal-distal axis
http://purl.obolibrary.org/obo/XPO_0103763		XAO:0005216	anterior region
http://purl.obolibrary.org/obo/XPO_0103764		XAO:0005222	antero-ventral region
http://purl.obolibrary.org/obo/XPO_0103765		XAO:0005218	dorsal region
http://purl.obolibrary.org/obo/XPO_0103766		XAO:0003228	hypaxial muscle
http://purl.obolibrary.org/obo/XPO_0103768		XAO:0005224	postero-ventral region
http://purl.obolibrary.org/obo/XPO_0103770		XAO:0005260	ventral trunk
