defined_class	defined_class_name	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/XPO_0103300		XAO:0001014	melanophore
http://purl.obolibrary.org/obo/XPO_0103301		XAO:0003085	Meckel's cartilage
http://purl.obolibrary.org/obo/XPO_0103302		XAO:0003204	neural tube
http://purl.obolibrary.org/obo/XPO_0103303		XAO:0000055	notochord
http://purl.obolibrary.org/obo/XPO_0103304		XAO:0000275	olfactory pit
http://purl.obolibrary.org/obo/XPO_0103305		XAO:0000475	optic stalk
http://purl.obolibrary.org/obo/XPO_0103306		XAO:0000006	otic vesicle
http://purl.obolibrary.org/obo/XPO_0103307		XAO:0004139	outflow tract
http://purl.obolibrary.org/obo/XPO_0103308		XAO:0004375	planum trabeculare anticum
http://purl.obolibrary.org/obo/XPO_0103309		XAO:0004106	regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0103310		XAO:0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103311		XAO:0004108	regenerating tail
http://purl.obolibrary.org/obo/XPO_0103312		XAO:0004286	scapula
http://purl.obolibrary.org/obo/XPO_0103313		XAO:0000058	somite
http://purl.obolibrary.org/obo/XPO_0103314		XAO:0004380	suprarostral plate
http://purl.obolibrary.org/obo/XPO_0103315		XAO:0003026	tail
http://purl.obolibrary.org/obo/XPO_0103316		XAO:0000107	tail bud
http://purl.obolibrary.org/obo/XPO_0103317		XAO:0003213	tibia-fibula
http://purl.obolibrary.org/obo/XPO_0103318		XAO:0004381	trabecula cranii
http://purl.obolibrary.org/obo/XPO_0103319		XAO:0000088	upper blastopore lip
http://purl.obolibrary.org/obo/XPO_0103320		XAO:0001103	ventral pancreatic bud
http://purl.obolibrary.org/obo/XPO_0103900		XAO:0004300	foot
http://purl.obolibrary.org/obo/XPO_0103907		XAO:0004397	wound epidermis
http://purl.obolibrary.org/obo/XPO_0103908		XAO:0004239	hindlimb digit 1
http://purl.obolibrary.org/obo/XPO_0142017		http://purl.obolibrary.org/obo/XAO_0005506	cerebrospinal fluid
http://purl.obolibrary.org/obo/XPO_0142018		http://purl.obolibrary.org/obo/XAO_0005505	nasal region
http://purl.obolibrary.org/obo/XPO_0142019		http://purl.obolibrary.org/obo/XAO_0005504	abdominal wall
http://purl.obolibrary.org/obo/XPO_0142020		http://purl.obolibrary.org/obo/XAO_0005501	digestive tract
http://purl.obolibrary.org/obo/XPO_0142021		http://purl.obolibrary.org/obo/XAO_0005503	tracheoesophageal septum
http://purl.obolibrary.org/obo/XPO_0142022		http://purl.obolibrary.org/obo/XAO_0005502	main body axis
http://purl.obolibrary.org/obo/XPO_0142023		http://purl.obolibrary.org/obo/XAO_0005500	desmosome
