Entity ID,Quality ID,Quality Name
XAO:0003031^BFO_XB:0000050(XAO:0004264),PATO:0000461,normal
XAO:0003031^BFO_XB:0000050(XAO:0004265),PATO:0000461,normal
XAO:0004295,PATO:0000574,decreased length
XAO:0003030,PATO:0000574,decreased length
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0001473,duplicated
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0001473,duplicated
XAO:0004107^BFO_XB:0000050(XAO:0003103),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003103),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0003214),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003214),PATO:0001473,duplicated
XAO:0004107^BFO_XB:0000050(XAO:0004013),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0004013),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0004013),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0004013),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0004263),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0001473,duplicated
XAO:0004107^BFO_XB:0000050(XAO:0004420),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0004421),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0001997,decreased amount
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0003103),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0003103),PATO:0000467,present
XAO:0004107^BFO_XB:0000050(XAO:0003103),PATO:0001997,decreased amount
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0000058,PATO:0000646,malformed
XAO:0000058,PATO:0002011,neoplastic
XAO:0000058,PATO:0002011,neoplastic
XAO:0004510,PATO:0000470,increased amount
XAO:0003024,PATO:0000587,decreased size
XAO:0003026,PATO:0000587,decreased size
XAO:0000172,PATO:0000628,mislocalised
XAO:0003004,PATO:0000615,wholly anterioralized
XAO:0003004,PATO:0000461,normal
XAO:0003026,PATO:0000617,bent
XAO:0003004,PATO:0000615,wholly anterioralized
XAO:0003004,PATO:0000615,wholly anterioralized
XAO:0003024,PATO:0000587,decreased size
XAO:0003004,PATO:0000461,normal
XAO:0003004,PATO:0000461,normal
XAO:0003004,PATO:0000615,wholly anterioralized
XAO:0003004,PATO:0000615,wholly anterioralized
XAO:0003204,PATO:0000609,closure incomplete
XAO:0003025^BFO_XB:0000051(BSPO:0000079),PATO:0000617,bent
XAO:0003204,PATO:0000609,closure incomplete
XAO:0003025^BFO_XB:0000051(BSPO:0000079),PATO:0000617,bent
XAO:0003025^BFO_XB:0000051(BSPO:0000079),PATO:0000617,bent
XAO:0003025^BFO_XB:0000051(BSPO:0000079),PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003025^BFO_XB:0000051(BSPO:0000079),PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003025^BFO_XB:0000051(BSPO:0000079),PATO:0000617,bent
XAO:0003026,PATO:0000617,bent
XAO:0003025^BFO_XB:0000051(BSPO:0000079),PATO:0000617,bent
XAO:0003004,PATO:0000574,decreased length
XAO:0003025^BFO_XB:0000051(BSPO:0000079),PATO:0000617,bent
XAO:0003004,PATO:0000574,decreased length
XAO:0000033,PATO:0000587,decreased size
XAO:0000179,PATO:0005013,incomplete structure
XAO:0000179^RO:0001025(BSPO:0000007),PATO:0000642,fused with
XAO:0000033,PATO:0000462,absent
XAO:0000179,PATO:0000462,absent
XAO:0003004,PATO:0000630,wholly posterioralized
XAO:0003004^BFO_XB:0000051(XAO:0003057),PATO:0005013,incomplete structure
XAO:0003004,PATO:0000630,wholly posterioralized
XAO:0003004,PATO:0000630,wholly posterioralized
XAO:0003004^BFO_XB:0000051(XAO:0003057),PATO:0005013,incomplete structure
XAO:0003004^BFO_XB:0000051(XAO:0003057),PATO:0005013,incomplete structure
XAO:0003000^RO:0001000(XAO:0000048),PATO:0001997,decreased amount
XAO:0003000^RO:0001000(XAO:0000249),PATO:0001997,decreased amount
XAO:0003000^RO:0001000(XAO:0004092),PATO:0001997,decreased amount
XAO:0003004^RO:0002180(XAO:0003056),PATO:0000630,wholly posterioralized
XAO:0003004^BFO_XB:0000051(XAO:0003056),PATO:0000630,wholly posterioralized
XAO:0003004^BFO_XB:0000051(XAO:0003056),PATO:0000630,wholly posterioralized
XAO:0003004^BFO_XB:0000051(XAO:0003056),PATO:0000630,wholly posterioralized
XAO:0003004^BFO_XB:0000051(XAO:0003056),PATO:0000630,wholly posterioralized
XAO:0003004^BFO_XB:0000051(XAO:0003056),PATO:0000630,wholly posterioralized
XAO:0003004^BFO_XB:0000051(XAO:0003056),PATO:0000630,wholly posterioralized
XAO:0003004^BFO_XB:0000051(XAO:0003056),PATO:0000630,wholly posterioralized
XAO:0000092,PATO:0000574,decreased length
XAO:0000092,PATO:0000574,decreased length
XAO:0000208,PATO:0002135,delayed closure
XAO:0000092,PATO:0000574,decreased length
XAO:0000208,PATO:0002135,delayed closure
XAO:0000092,PATO:0000462,absent
XAO:0000208,PATO:0002135,delayed closure
XAO:0000294,PATO:0000595,increased volume
XAO:0000092,PATO:0000574,decreased length
XAO:0000208,PATO:0002135,delayed closure
XAO:0004106^BFO_XB:0000050(XAO:0004013),PATO:0000461,normal
XAO:0004106^BFO_XB:0000050(XAO:0000174),PATO:0000462,absent
XAO:0004106^BFO_XB:0000050(XAO:0000170),PATO:0000460,abnormal
XAO:0004106^BFO_XB:0000050(XAO:0004049),PATO:0000462,absent
XAO:0004414,PATO:0002001,has fewer parts of type
XAO:0004415,PATO:0002001,has fewer parts of type
XAO:0004061,PATO:0000646,malformed
XAO:0004065,PATO:0000646,malformed
XAO:0003026,PATO:0000617,bent
XAO:0000136,PATO:0000586,increased size
XAO:0000136,PATO:0000586,increased size
XAO:0000136,PATO:0000586,increased size
XAO:0000136,PATO:0000586,increased size
XAO:0000136,PATO:0000586,increased size
XAO:0000128,PATO:0000587,decreased size
XAO:0000128,PATO:0000646,malformed
XAO:0000136,PATO:0000586,increased size
XAO:0000236,PATO:0000587,decreased size
XAO:0000236,PATO:0000646,malformed
XAO:0000128,PATO:0000587,decreased size
XAO:0000128,PATO:0000646,malformed
XAO:0000136,PATO:0000586,increased size
XAO:0000236,PATO:0000587,decreased size
XAO:0000236,PATO:0000646,malformed
XAO:0000128,PATO:0000587,decreased size
XAO:0000128,PATO:0000646,malformed
XAO:0000136,PATO:0000586,increased size
XAO:0000236,PATO:0000587,decreased size
XAO:0000236,PATO:0000646,malformed
XAO:0000136,PATO:0000587,decreased size
XAO:0000136,PATO:0000587,decreased size
XAO:0003031,PATO:0000460,abnormal
XAO:0003031,PATO:0000460,abnormal
XAO:0003031,PATO:0000460,abnormal
XAO:0003031,PATO:0000460,abnormal
XAO:0003031,PATO:0000460,abnormal
XAO:0003031,PATO:0000460,abnormal
XAO:0003031,PATO:0000574,decreased length
XAO:0003031,PATO:0000574,decreased length
XAO:0003031^BFO_XB:0000050(XAO:0003213),PATO:0000460,abnormal
XAO:0003031^BFO_XB:0000050(XAO:0003213),PATO:0000460,abnormal
XAO:0003031^BFO_XB:0000050(XAO:0003213),PATO:0000460,abnormal
XAO:0003031^BFO_XB:0000050(XAO:0003213),PATO:0000462,absent
XAO:0003031^BFO_XB:0000050(XAO:0003213),PATO:0000462,absent
XAO:0003031^BFO_XB:0000050(XAO:0003213),PATO:0000574,decreased length
XAO:0003031^BFO_XB:0000050(XAO:0003213),PATO:0000574,decreased length
XAO:0003031^BFO_XB:0000050(XAO:0003213),PATO:0002001,has fewer parts of type
XAO:0003031^BFO_XB:0000050(XAO:0003214),PATO:0000461,normal
XAO:0003031^BFO_XB:0000050(XAO:0003214),PATO:0000461,normal
XAO:0003031^BFO_XB:0000050(XAO:0003214),PATO:0000462,absent
XAO:0003031^BFO_XB:0000050(XAO:0003214),PATO:0000467,present
XAO:0003031^BFO_XB:0000050(XAO:0003214),PATO:0000574,decreased length
XAO:0003031^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0003031^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0003031^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0003031^BFO_XB:0000050(XAO:0004265),PATO:0000461,normal
XAO:0003031^BFO_XB:0000050(XAO:0004265),PATO:0000462,absent
XAO:0003031^BFO_XB:0000050(XAO:0004265),PATO:0001999,lacks parts or has fewer parts of type
XAO:0003031^BFO_XB:0000050(XAO:0004265),PATO:0001999,lacks parts or has fewer parts of type
XAO:0003031^BFO_XB:0000050(XAO:0004265),PATO:0002001,has fewer parts of type
XAO:0003031^BFO_XB:0000050(XAO:0004265),PATO:0002002,has extra parts of type
XAO:0003213,PATO:0000462,absent
XAO:0003214,PATO:0000462,absent
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0000642,fused with
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0001873,cylindrical
XAO:0004107^BFO_XB:0000050(XAO:0003214),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003214),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003214),PATO:0000574,decreased length
XAO:0004107^BFO_XB:0000050(XAO:0003214),PATO:0001201,Y-shaped
XAO:0004107^BFO_XB:0000050(XAO:0004239),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000052,shape
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0001999,lacks parts or has fewer parts of type
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0002001,has fewer parts of type
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0002001,has fewer parts of type
XAO:0004265,PATO:0000461,normal
XAO:0003031,PATO:0000470,increased amount
XAO:0003031^BFO_XB:0000050(XAO:0004264),PATO:0002002,has extra parts of type
XAO:0003031^BFO_XB:0000050(XAO:0004265),PATO:0002002,has extra parts of type
XAO:0003035^BFO_XB:0000050(XAO:0004264),PATO:0000460,abnormal
XAO:0003035^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0003064,PATO:0001473,duplicated
XAO:0003035,PATO:0002001,has fewer parts of type
XAO:0003212,PATO:0000460,abnormal
XAO:0003212,PATO:0000617,bent
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000574,decreased length
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0002001,has fewer parts of type
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0000574,decreased length
XAO:0004239,PATO:0000462,absent
XAO:0004412,PATO:0002001,has fewer parts of type
XAO:0004413,PATO:0002001,has fewer parts of type
XAO:0004414,PATO:0002001,has fewer parts of type
XAO:0004414,PATO:0002001,has fewer parts of type
XAO:0004415,PATO:0002001,has fewer parts of type
XAO:0004415,PATO:0002001,has fewer parts of type
XAO:0003031,PATO:0000460,abnormal
XAO:0003031,PATO:0000460,abnormal
XAO:0003031,PATO:0000460,abnormal
XAO:0003031^BFO_XB:0000050(XAO:0003032),PATO:0001997,decreased amount
XAO:0003031^BFO_XB:0000050(XAO:0003032),PATO:0002050,normal amount
XAO:0003208^BFO_XB:0000050(XAO:0004415),PATO:0000460,abnormal
XAO:0003213,PATO:0000460,abnormal
XAO:0003213,PATO:0000461,normal
XAO:0003213,PATO:0000461,normal
XAO:0003213,PATO:0000461,normal
XAO:0003213,PATO:0001875,triangular
XAO:0003214,PATO:0000461,normal
XAO:0003214,PATO:0000461,normal
XAO:0003214,PATO:0000461,normal
XAO:0003214,PATO:0000461,normal
XAO:0003214,PATO:0001473,duplicated
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0002050,normal amount
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003214),PATO:0001473,duplicated
XAO:0004412,PATO:0000462,absent
XAO:0004412^BFO_XB:0000050(XAO:0003212),PATO:0000642,fused with
XAO:0004415,PATO:0000462,absent
XAO:0003031,PATO:0000460,abnormal
XAO:0003035,PATO:0000460,abnormal
XAO:0003213,PATO:0000460,abnormal
XAO:0003213,PATO:0000574,decreased length
XAO:0003213,PATO:0001875,triangular
XAO:0003214,PATO:0000460,abnormal
XAO:0003214,PATO:0000574,decreased length
XAO:0003214,PATO:0001875,triangular
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107,PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000052,shape
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0001997,decreased amount
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0002001,has fewer parts of type
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0002002,has extra parts of type
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0001473,duplicated
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0001873,cylindrical
XAO:0004107^BFO_XB:0000050(XAO:0003213),PATO:0001873,cylindrical
XAO:0004107^BFO_XB:0000050(XAO:0003214),PATO:0000461,normal
XAO:0004107^BFO_XB:0000050(XAO:0003214),PATO:0001473,duplicated
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000470,increased amount
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0002001,has fewer parts of type
XAO:0004107^BFO_XB:0000050(XAO:0004412),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0004413),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0004413),PATO:0001473,duplicated
XAO:0004107^BFO_XB:0000050(XAO:0004414),PATO:0001473,duplicated
XAO:0004107^BFO_XB:0000050(XAO:0004415),PATO:0001473,duplicated
XAO:0004414,PATO:0000460,abnormal
XAO:0004420,PATO:0001473,duplicated
XAO:0004420^BFO_XB:0000050(XAO:0004276),PATO:0001473,duplicated
XAO:0003030,PATO:0000460,abnormal
XAO:0003030,PATO:0000460,abnormal
XAO:0003030,PATO:0000460,abnormal
XAO:0003030,PATO:0000460,abnormal
XAO:0003030,PATO:0000460,abnormal
XAO:0003030,PATO:0000460,abnormal
XAO:0003030^BFO_XB:0000050(XAO:0003032),PATO:0000460,abnormal
XAO:0003030^BFO_XB:0000050(XAO:0003032),PATO:0002001,has fewer parts of type
XAO:0003030^BFO_XB:0000050(XAO:0003032),PATO:0002001,has fewer parts of type
XAO:0003030^BFO_XB:0000050(XAO:0003032),PATO:0002001,has fewer parts of type
XAO:0003036,PATO:0000052,shape
XAO:0003036,PATO:0000460,abnormal
XAO:0003036,PATO:0000460,abnormal
XAO:0003036,PATO:0000461,normal
XAO:0003036,PATO:0002001,has fewer parts of type
XAO:0003036,PATO:0002001,has fewer parts of type
XAO:0003036^BFO_XB:0000050(XAO:0004276),PATO:0002001,has fewer parts of type
XAO:0003036^BFO_XB:0000050(XAO:0004276),PATO:0002001,has fewer parts of type
XAO:0003209,PATO:0000460,abnormal
XAO:0003209,PATO:0000460,abnormal
XAO:0003209,PATO:0000460,abnormal
XAO:0003209,PATO:0001875,triangular
XAO:0003209,PATO:0001875,triangular
XAO:0003210,PATO:0000460,abnormal
XAO:0003210,PATO:0000460,abnormal
XAO:0003210,PATO:0000574,decreased length
XAO:0003210,PATO:0000591,increased thickness
XAO:0003210,PATO:0000617,bent
XAO:0004478,PATO:0000460,abnormal
XAO:0004478,PATO:0002001,has fewer parts of type
XAO:0004478^BFO_XB:0000050(XAO:0003208),PATO:0000642,fused with
XAO:0004478^BFO_XB:0000050(XAO:0003208),PATO:0000642,fused with
XAO:0004481,PATO:0000462,absent
XAO:0004106,PATO:0000052,shape
XAO:0004106,PATO:0000460,abnormal
XAO:0004106^BFO_XB:0000050(XAO:0000170),PATO:0000460,abnormal
XAO:0004106^BFO_XB:0000050(XAO:0004265),PATO:0000462,absent
XAO:0004106^BFO_XB:0000050(XAO:0004265),PATO:0002021,conical
XAO:0004107,PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0000170),PATO:0000460,abnormal
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0000462,absent
XAO:0004107^BFO_XB:0000050(XAO:0004265),PATO:0002021,conical
XAO:0004414^BFO_XB:0000050(XAO:0004314),PATO:0000462,absent
XAO:0004415^BFO_XB:0000050(XAO:0004314),PATO:0000462,absent
XAO:0004418^BFO_XB:0000050(XAO:0004059),PATO:0000467,present
XAO:0004419^BFO_XB:0000050(XAO:0004059),PATO:0000467,present
XAO:0004107^BFO_XB:0000050(XAO:0003032),PATO:0000460,abnormal
XAO:0004239^BFO_XB:0000050(XAO:0004059),PATO:0000574,decreased length
XAO:0004239^BFO_XB:0000050(XAO:0004314),PATO:0000462,absent
XAO:0004412^BFO_XB:0000050(XAO:0004059),PATO:0000574,decreased length
XAO:0004412^BFO_XB:0000050(XAO:0004314),PATO:0000462,absent
XAO:0004413^BFO_XB:0000050(XAO:0004059),PATO:0000574,decreased length
XAO:0004413^BFO_XB:0000050(XAO:0004314),PATO:0000462,absent
XAO:0004414^BFO_XB:0000050(XAO:0004059),PATO:0000574,decreased length
XAO:0004415^BFO_XB:0000050(XAO:0004059),PATO:0000574,decreased length
XAO:0004417^BFO_XB:0000050(XAO:0004059),PATO:0000467,present
XAO:0000107,PATO:0000646,malformed
XAO:0000208,PATO:0002135,delayed closure
XAO:0003004,PATO:0000636,wholly ventralized
XAO:0003024,PATO:0000646,malformed
XAO:0003025,PATO:0000646,malformed
XAO:0003025,PATO:0002125,nodular
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000208,PATO:0002135,delayed closure
XAO:0000249,PATO:0000647,necrotic
XAO:0003004^BFO_XB:0000051(BSPO:0000072),PATO:0000646,malformed
XAO:0003004^BFO_XB:0000051(BSPO:0000072),PATO:0000646,malformed
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000462,absent
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000587,decreased size
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003024,PATO:0000646,malformed
XAO:0003026,PATO:0000462,absent
XAO:0003026,PATO:0000462,absent
XAO:0003026,PATO:0000462,absent
XAO:0003026,PATO:0000462,absent
XAO:0003026,PATO:0000462,absent
XAO:0003026,PATO:0000462,absent
XAO:0003026,PATO:0000462,absent
XAO:0003026,PATO:0000462,absent
